data_id,api_url_id,param_seq,value_seq,value_set,value_set_desc,parent_set
DT0001,AU0001,3,379,212_212A_672_67202,충주시특화작물조사,MT_STOP_TITLE
DT0001,AU0001,3,380,213_001_006,충청남도독거노인통계,MT_STOP_TITLE
DT0001,AU0001,3,381,213_G1,충청남도민생활체육참여실태조사,MT_STOP_TITLE
DT0001,AU0001,3,382,210_210A_630_003,파주시외국인체류실태및고용조사,MT_STOP_TITLE
DT0001,AU0001,3,383,392_39202_1,폐기물다량발생사업장 폐기물감량현황,MT_STOP_TITLE
DT0001,AU0001,3,384,761_76102,포항시제조업동향조사,MT_STOP_TITLE
DT0001,AU0001,3,385,334_33408,한국교육종단조사(패널),MT_STOP_TITLE
DT0001,AU0001,3,386,D1A,한센병관리사업실적,MT_STOP_TITLE
DT0001,AU0001,3,387,101_010,함안군일자리종합실태조사,MT_STOP_TITLE
DT0001,AU0001,3,388,V_4_217_002,함양군전통시장조사,MT_STOP_TITLE
DT0001,AU0001,3,389,F_62,항노화제조산업실태조사,MT_STOP_TITLE
DT0001,AU0001,3,390,155_15506,해상마약밀수사범검거현황,MT_STOP_TITLE
DT0001,AU0001,3,391,155_15505,해상밀입출국자검거현황,MT_STOP_TITLE
DT0001,AU0001,3,392,155_15504,해상범죄통계,MT_STOP_TITLE
DT0001,AU0001,3,393,123_146003,해양산업통계조사,MT_STOP_TITLE
DT0001,AU0001,3,394,155_15501,해양오염사고통계,MT_STOP_TITLE
DT0001,AU0001,3,395,113_11307,호텔업운영현황,MT_STOP_TITLE
DT0001,AU0001,3,396,D1_11769,화장품산업실태조사,MT_STOP_TITLE
DT0001,AU0001,3,397,301_N,화폐발행고조사,MT_STOP_TITLE
DT0001,AU0001,3,398,101_11759,흡연실태조사,MT_STOP_TITLE
DT0001,AU0001,3,399,101_KJ,국제통계연감(2025),MT_RTITLE
DT0001,AU0001,3,400,R_SUB_OTITLE,국제기구별 통계,MT_RTITLE
DT0001,AU0001,3,401,101_001,주제별,MT_BUKHAN
DT0001,AU0001,3,402,101_101BUKHANI01,국제기구별,MT_BUKHAN
DT0001,AU0001,3,403,101_101BUKHANB11,인구일제조사,MT_BUKHAN
DT0001,AU0001,3,404,101_101BUKHANB12,인구추계,MT_BUKHAN
DT0001,AU0001,3,405,101_101BUKHANB88,유의통계표,MT_BUKHAN
DT0001,AU0001,3,406,101_001BUKHAN_STOP,중지통계표,MT_BUKHAN
DT0001,AU0001,3,407,101_001,1인가구,MT_TM1_TITLE
DT0001,AU0001,3,408,101_A11,남성,MT_TM1_TITLE
DT0001,AU0001,3,409,A05,노인,MT_TM1_TITLE
DT0001,AU0001,3,410,101_A10,다문화,MT_TM1_TITLE
DT0001,AU0001,3,411,A14,신혼부부,MT_TM1_TITLE
DT0001,AU0001,3,412,A02,아동,MT_TM1_TITLE
DT0001,AU0001,3,413,A06,여성,MT_TM1_TITLE
DT0001,AU0001,3,414,A01,영유아,MT_TM1_TITLE
DT0001,AU0001,3,415,A09,외국인,MT_TM1_TITLE
DT0001,AU0001,3,416,A08,장애인,MT_TM1_TITLE
DT0001,AU0001,3,417,A04,학생,MT_TM1_TITLE
DT0001,AU0001,3,418,A07,환자,MT_TM1_TITLE
DT0001,AU0001,3,419,101_B01,가족관계,MT_TM2_TITLE
DT0001,AU0001,3,420,101_B31,건강·질병,MT_TM2_TITLE
DT0001,AU0001,3,421,101_B02,경기(전망 및 투자),MT_TM2_TITLE
DT0001,AU0001,3,422,101_B09,교통 및 교통사고,MT_TM2_TITLE
DT0001,AU0001,3,423,101_B23,노동조합(노조),MT_TM2_TITLE
DT0001,AU0001,3,424,B24,범죄·안전,MT_TM2_TITLE
DT0001,AU0001,3,425,B21,보험,MT_TM2_TITLE
DT0001,AU0001,3,426,101_B15,부동산·소득·신용카드,MT_TM2_TITLE
DT0001,AU0001,3,427,101_B35,사교육비,MT_TM2_TITLE
DT0001,AU0001,3,428,101_101_B37,소매·유통,MT_TM2_TITLE
DT0001,AU0001,3,429,B26,여가생활·운동,MT_TM2_TITLE
DT0001,AU0001,3,430,B07,여행·영화·음악,MT_TM2_TITLE
DT0001,AU0001,3,431,101_B48,연금,MT_TM2_TITLE
DT0001,AU0001,3,432,101_B28,원자력 발전,MT_TM2_TITLE
DT0001,AU0001,3,433,101_B17,음주·흡연,MT_TM2_TITLE
DT0001,AU0001,3,434,B11,이사·주택,MT_TM2_TITLE
DT0001,AU0001,3,435,101_B30,인구,MT_TM2_TITLE
DT0001,AU0001,3,436,B80,일자리,MT_TM2_TITLE
DT0001,AU0001,3,437,101_B36,자원봉사활동,MT_TM2_TITLE
DT0001,AU0001,3,438,B81,재해,MT_TM2_TITLE
DT0001,AU0001,3,439,B12,저축·자산·부채,MT_TM2_TITLE
DT0001,AU0001,3,440,101_B32,전자상거래,MT_TM2_TITLE
DT0001,AU0001,3,441,101_B33,정보화,MT_TM2_TITLE
DT0001,AU0001,3,442,B10,종교,MT_TM2_TITLE
DT0001,AU0001,3,443,101_B20,주식·금융,MT_TM2_TITLE
DT0001,AU0001,3,444,101_B05,출생·사망,MT_TM2_TITLE
DT0001,AU0001,3,445,101_B18,취업·실업,MT_TM2_TITLE
DT0001,AU0001,3,446,101_101_B40,탄소중립,MT_TM2_TITLE
DT0001,AU0001,3,447,101_B19,혼인·이혼,MT_TM2_TITLE
DT0001,AU0001,3,448,101_B77,환경,MT_TM2_TITLE
DT0001,AU0001,3,449,101,일자리상황,MT_TM3_TITLE
DT0001,AU0001,3,450,102,삶의 질,MT_TM3_TITLE
DT0001,AU0001,3,451,103,저출산/고령화,MT_TM3_TITLE
DT0001,AU0001,3,452,104,지역인구 주요 지표,MT_TM3_TITLE
DT0001,AU0001,4,1,json,JSON 포맷 반환,
DT0001,AU0001,5,1,html,HTML 포맷 헤더유형,
DT0001,AU0001,5,2,json,JSON 포맷 헤더 유형,
