mega_cd,mega_nm,cty_cd,cty_nm,admi_cd,admi_nm,land_area
"29","광주광역시","29110","동구","29110525","충장동",1.08957428918054
"29","광주광역시","29110","동구","29110545","동명동",0.428609544890494
"46","전라남도","46910","신안군","46910400","안좌면",60.5193213467169
"46","전라남도","46910","신안군","46910410","팔금면",18.7011938048078
"46","전라남도","46910","신안군","46910420","암태면",43.8110525369048
"48","경상남도","48170","진주시","48170310","내동면",32.0335897760894
"29","광주광역시","29110","동구","29110560","계림1동",0.623108531545057
"48","경상남도","48840","남해군","48840330","삼동면",51.3780241266777
"48","경상남도","48840","남해군","48840340","미조면",16.6804793698105
"29","광주광역시","29110","동구","29110570","계림2동",0.568747261983273
"48","경상남도","48860","산청군","48860250","산청읍",68.3293337225892
"48","경상남도","48860","산청군","48860310","차황면",48.4475707368296
"48","경상남도","48860","산청군","48860320","오부면",34.7509907537686
"48","경상남도","48860","산청군","48860330","생초면",52.6709340977619
"27","대구광역시","27140","동구","27140590","효목1동",1.32096103023315
"51","강원특별자치도","51210","속초시","51210560","교동",0.753687687487793
"51","강원특별자치도","51210","속초시","51210570","노학동",22.2640988055393
"51","강원특별자치도","51210","속초시","51210580","조양동",5.5973997007021
"51","강원특별자치도","51210","속초시","51210590","청호동",1.15004361003919
"51","강원특별자치도","51210","속초시","51210600","대포동",66.1205384744699
"51","강원특별자치도","51230","삼척시","51230250","도계읍",163.75618014345
"51","강원특별자치도","51230","삼척시","51230253","원덕읍",178.391104396921
"29","광주광역시","29110","동구","29110620","지산1동",0.345752417313546
"48","경상남도","48880","거창군","48880360","마리면",46.1249226418808
"48","경상남도","48880","거창군","48880370","남상면",68.0399045065322
"51","강원특별자치도","51230","삼척시","51230310","근덕면",134.564270274836
"51","강원특별자치도","51230","삼척시","51230320","하장면",206.36314154462
"51","강원특별자치도","51230","삼척시","51230330","노곡면",144.223301356602
"51","강원특별자치도","51230","삼척시","51230340","미로면",99.0845076629981
"51","강원특별자치도","51230","삼척시","51230350","가곡면",152.13414081725
"51","강원특별자치도","51230","삼척시","51230360","신기면",56.1535028509428
"51","강원특별자치도","51230","삼척시","51230510","남양동",18.1731386980198
"51","강원특별자치도","51230","삼척시","51230570","성내동",22.6029736787744
"47","경상북도","47190","구미시","47190583","형곡2동",3.15309095152111
"29","광주광역시","29110","동구","29110655","서남동",1.46772228680666
"29","광주광역시","29110","동구","29110685","학동",0.792158041776859
"29","광주광역시","29110","동구","29110710","학운동",11.2014173584273
"48","경상남도","48880","거창군","48880380","남하면",49.4907923327502
"48","경상남도","48880","거창군","48880390","신원면",73.7053368217997
"48","경상남도","48880","거창군","48880400","가조면",65.8855717512787
"48","경상남도","48880","거창군","48880410","가북면",96.1085224441404
"27","대구광역시","27140","동구","27140670","방촌동",1.32899653516745
"27","대구광역시","27140","동구","27140685","해안동",13.2559114955182
"29","광주광역시","29110","동구","29110740","지원2동",27.4154437948436
"48","경상남도","48890","합천군","48890450","대병면",63.0602823655027
"48","경상남도","48890","합천군","48890460","용주면",90.108800987967
"50","제주특별자치도","50110","제주시","50110250","한림읍",92.1883641138466
"27","대구광역시","27140","동구","27140760","공산동",83.4353901221335
"27","대구광역시","27140","동구","27140730","안심2동",13.414715360704
"27","대구광역시","27140","동구","27140755","혁신동",16.5503043428783
"51","강원특별자치도","51750","영월군","51750340","남면",82.2104684576966
"51","강원특별자치도","51750","영월군","51750325","김삿갓면",171.081411590043
"51","강원특별자치도","51750","영월군","51750355","한반도면",69.6850786473093
"51","강원특별자치도","51750","영월군","51750312","산솔면",124.276543124456
"51","강원특별자치도","51760","평창군","51760250","평창읍",161.338781363349
"51","강원특별자치도","51760","평창군","51760310","미탄면",110.000333625947
"51","강원특별자치도","51760","평창군","51760330","대화면",166.254445346748
"51","강원특별자치도","51760","평창군","51760350","용평면",134.943152964941
"51","강원특별자치도","51760","평창군","51760360","진부면",332.192873894161
"51","강원특별자치도","51760","평창군","51760380","대관령면",220.192658655589
"51","강원특별자치도","51770","정선군","51770250","정선읍",214.276334126096
"50","제주특별자치도","50110","제주시","50110310","한경면",79.6559115271221
"29","광주광역시","29110","동구","29110590","산수1동",0.573871976465562
"29","광주광역시","29200","광산구","29200690","본량동",33.3974535942882
"29","광주광역시","29200","광산구","29200700","신창동",4.02256177744439
"29","광주광역시","29200","광산구","29200540","도산동",4.02002043836946
"29","광주광역시","29200","광산구","29200580","우산동",4.533843973458
"29","광주광역시","29110","동구","29110600","산수2동",0.874415047792081
"52","전북특별자치도","52111","전주시 완산구","52111660","서서학동",3.00531855696839
"11","서울특별시","11710","송파구","11710690","잠실4동",0.779600539629058
"46","전라남도","46150","순천시","46150330","황전면",98.5087450315735
"46","전라남도","46150","순천시","46150340","월등면",44.0367036772023
"29","광주광역시","29140","서구","29140730","광천동",1.13920941416775
"29","광주광역시","29140","서구","29140740","유덕동",6.26422117494296
"52","전북특별자치도","52111","전주시 완산구","52111730","효자5동",6.2169801040279
"29","광주광역시","29110","동구","29110630","지산2동",2.20223355137933
"46","전라남도","46770","고흥군","46770250","고흥읍",45.4378337834578
"46","전라남도","46770","고흥군","46770253","도양읍",34.93300397527
"46","전라남도","46770","고흥군","46770310","풍양면",51.4793996904396
"46","전라남도","46770","고흥군","46770320","도덕면",49.9912220162393
"46","전라남도","46770","고흥군","46770330","금산면",66.2099205778637
"29","광주광역시","29140","서구","29140752","상무2동",1.64809001414794
"52","전북특별자치도","52111","전주시 완산구","52111671","중화산1동",1.27740158827505
"52","전북특별자치도","52111","전주시 완산구","52111672","중화산2동",1.60911131962641
"52","전북특별자치도","52113","전주시 덕진구","52113540","인후1동",1.07642404611304
"46","전라남도","46770","고흥군","46770340","도화면",67.061647067897
"46","전라남도","46770","고흥군","46770350","포두면",112.495456351775
"29","광주광역시","29110","동구","29110730","지원1동",1.11889251688423
"29","광주광역시","29140","서구","29140575","양동",0.464257630078569
"46","전라남도","46800","장흥군","46800350","유치면",121.742081279572
"46","전라남도","46800","장흥군","46800360","부산면",37.8814641756255
"46","전라남도","46800","장흥군","46800370","회진면",26.8216928157585
"52","전북특별자치도","52180","정읍시","52180570","연지동",1.70074672835913
"46","전라남도","46810","강진군","46810250","강진읍",52.3656921891328
"29","광주광역시","29140","서구","29140590","양3동",0.311864904775524
"29","광주광역시","29140","서구","29140650","농성1동",0.918590958071777
"46","전라남도","46820","해남군","46820430","화원면",90.641807782298
"46","전라남도","46830","영암군","46830250","영암읍",59.6066247091627
"46","전라남도","46830","영암군","46830253","삼호읍",97.7938916182146
"29","광주광역시","29140","서구","29140660","농성2동",0.462740890811125
"29","광주광역시","29170","북구","29170510","중흥1동",0.668607391885932
"46","전라남도","46830","영암군","46830320","금정면",72.5728987623777
"46","전라남도","46830","영암군","46830330","신북면",48.8024824600751
"29","광주광역시","29140","서구","29140751","상무1동",1.50351719320779
"29","광주광역시","29140","서구","29140760","화정1동",0.860499419904153
"29","광주광역시","29140","서구","29140770","화정2동",0.888592286835691
"52","전북특별자치도","52113","전주시 덕진구","52113550","인후2동",1.48091225338221
"52","전북특별자치도","52113","전주시 덕진구","52113560","인후3동",1.72946564010524
"52","전북특별자치도","52113","전주시 덕진구","52113570","덕진동",5.189500815523
"52","전북특별자치도","52113","전주시 덕진구","52113580","금암1동",1.04420048683958
"52","전북특별자치도","52113","전주시 덕진구","52113590","금암2동",1.03891407396807
"52","전북특별자치도","52113","전주시 덕진구","52113611","우아1동",2.13011777265571
"52","전북특별자치도","52113","전주시 덕진구","52113612","우아2동",22.3117357174159
"52","전북특별자치도","52113","전주시 덕진구","52113525","진북동",1.716169297984
"52","전북특별자치도","52113","전주시 덕진구","52113670","혁신동",6.91782882201875
"52","전북특별자치도","52180","정읍시","52180250","신태인읍",29.7890617616742
"52","전북특별자치도","52180","정읍시","52180310","북면",35.7998093375387
"52","전북특별자치도","52180","정읍시","52180320","입암면",35.9637348816712
"52","전북특별자치도","52180","정읍시","52180330","소성면",29.2174999447835
"52","전북특별자치도","52180","정읍시","52180340","고부면",40.0988898689351
"52","전북특별자치도","52180","정읍시","52180350","영원면",24.9050455209281
"52","전북특별자치도","52180","정읍시","52180360","덕천면",20.7386644582724
"52","전북특별자치도","52180","정읍시","52180370","이평면",25.6921316730783
"52","전북특별자치도","52180","정읍시","52180380","정우면",30.4811498445278
"52","전북특별자치도","52180","정읍시","52180390","태인면",34.171874262845
"52","전북특별자치도","52800","부안군","52800410","줄포면",23.0932499972078
"52","전북특별자치도","52800","부안군","52800420","위도면",16.6109630655095
"46","전라남도","46110","목포시","46110510","용당1동",1.40104483395785
"46","전라남도","46110","목포시","46110520","용당2동",0.892699001702951
"52","전북특별자치도","52190","남원시","52190540","노암동",9.1323625979536
"52","전북특별자치도","52180","정읍시","52180400","감곡면",41.7366501193157
"29","광주광역시","29140","서구","29140780","화정3동",0.736041380149319
"52","전북특별자치도","52180","정읍시","52180580","농소동",18.8227932983083
"52","전북특별자치도","52180","정읍시","52180595","상교동",46.3981771746657
"52","전북특별자치도","52180","정읍시","52180565","초산동",2.75298163215203
"52","전북특별자치도","52190","남원시","52190250","운봉읍",68.9287973493005
"52","전북특별자치도","52190","남원시","52190310","주천면",54.6841462280669
"46","전라남도","46110","목포시","46110554","연산동",3.18393737240976
"26","부산광역시","26170","동구","26170520","초량2동",0.34872736715902
"26","부산광역시","26170","동구","26170530","초량3동",1.8212225963389
"26","부산광역시","26170","동구","26170550","초량6동",1.28455513001457
"26","부산광역시","26170","동구","26170560","수정1동",0.203080722657996
"52","전북특별자치도","52190","남원시","52190320","수지면",31.3874013253705
"52","전북특별자치도","52190","남원시","52190330","송동면",33.1680077699401
"52","전북특별자치도","52190","남원시","52190340","주생면",26.107974898465
"52","전북특별자치도","52190","남원시","52190350","금지면",33.4464009297639
"52","전북특별자치도","52190","남원시","52190360","대강면",43.7654918981154
"52","전북특별자치도","52190","남원시","52190370","대산면",36.0118969209345
"52","전북특별자치도","52190","남원시","52190380","사매면",32.1300686516537
"52","전북특별자치도","52190","남원시","52190390","덕과면",23.5847698465378
"52","전북특별자치도","52190","남원시","52190400","보절면",41.9692765855585
"52","전북특별자치도","52190","남원시","52190410","산동면",53.8264484879471
"29","광주광역시","29140","서구","29140790","화정4동",1.07406323424919
"29","광주광역시","29140","서구","29140800","서창동",19.3584264900648
"29","광주광역시","29140","서구","29140745","치평동",2.71351136177147
"29","광주광역시","29140","서구","29140830","풍암동",4.79154899102817
"29","광주광역시","29140","서구","29140821","금호1동",1.82396949721779
"52","전북특별자치도","52190","남원시","52190550","금동",1.98684688418482
"52","전북특별자치도","52190","남원시","52190560","왕정동",6.16730614799905
"52","전북특별자치도","52190","남원시","52190570","향교동",18.461603157452
"52","전북특별자치도","52190","남원시","52190590","도통동",15.0193887789387
"52","전북특별자치도","52210","김제시","52210320","죽산면",36.5057755787622
"52","전북특별자치도","52210","김제시","52210360","부량면",20.1047095464403
"52","전북특별자치도","52210","김제시","52210400","성덕면",22.1832603516949
"52","전북특별자치도","52210","김제시","52210420","금구면",42.4633696974265
"52","전북특별자치도","52210","김제시","52210430","봉남면",23.7331455671298
"52","전북특별자치도","52210","김제시","52210440","황산면",18.1570481285051
"52","전북특별자치도","52210","김제시","52210450","금산면",66.7376143188017
"29","광주광역시","29140","서구","29140824","금호2동",1.34612064451702
"52","전북특별자치도","52710","완주군","52710320","상관면",68.6509858799749
"52","전북특별자치도","52710","완주군","52710350","구이면",89.3169444612565
"52","전북특별자치도","52720","진안군","52720250","진안읍",115.687056752817
"52","전북특별자치도","52720","진안군","52720350","백운면",86.0486195442717
"52","전북특별자치도","52720","진안군","52720360","성수면",70.5453203574852
"52","전북특별자치도","52720","진안군","52720370","마령면",42.011698084196
"52","전북특별자치도","52740","장수군","52740250","장수읍",101.560886415444
"52","전북특별자치도","52740","장수군","52740310","산서면",47.6383021647763
"52","전북특별자치도","52740","장수군","52740320","번암면",125.646670476097
"52","전북특별자치도","52740","장수군","52740335","장계면",67.3796982322206
"52","전북특별자치도","52740","장수군","52740340","천천면",83.5748497035662
"52","전북특별자치도","52740","장수군","52740350","계남면",50.1475579604678
"52","전북특별자치도","52740","장수군","52740360","계북면",55.7621354439332
"52","전북특별자치도","52750","임실군","52750250","임실읍",67.6041574714999
"52","전북특별자치도","52750","임실군","52750310","청웅면",34.6301121896883
"52","전북특별자치도","52750","임실군","52750320","운암면",76.4992032508322
"52","전북특별자치도","52750","임실군","52750330","신평면",33.6564908056613
"52","전북특별자치도","52750","임실군","52750340","성수면",60.0030364461721
"52","전북특별자치도","52750","임실군","52750355","오수면",40.3252321496915
"52","전북특별자치도","52750","임실군","52750360","신덕면",65.879314549241
"46","전라남도","46150","순천시","46150515","향동",18.6010392379529
"46","전라남도","46130","여수시","46130765","만덕동",16.3389641567166
"29","광주광역시","29140","서구","29140840","동천동",1.1836407746112
"52","전북특별자치도","52770","순창군","52770310","인계면",36.5295433608846
"52","전북특별자치도","52770","순창군","52770320","동계면",57.0697935426183
"52","전북특별자치도","52770","순창군","52770380","적성면",32.6219908592418
"52","전북특별자치도","52770","순창군","52770390","유등면",18.565966430304
"52","전북특별자치도","52770","순창군","52770330","풍산면",28.2988920424137
"52","전북특별자치도","52770","순창군","52770340","금과면",27.5357319640329
"52","전북특별자치도","52770","순창군","52770350","팔덕면",39.7293856941669
"52","전북특별자치도","52770","순창군","52770370","복흥면",73.7858489142196
"52","전북특별자치도","52770","순창군","52770360","쌍치면",78.9382697478786
"52","전북특별자치도","52770","순창군","52770400","구림면",85.0918106014287
"52","전북특별자치도","52790","고창군","52790250","고창읍",42.4451809804043
"52","전북특별자치도","52790","고창군","52790310","고수면",45.6703763871937
"52","전북특별자치도","52790","고창군","52790320","아산면",74.4061207899682
"52","전북특별자치도","52790","고창군","52790330","무장면",43.6501978326113
"52","전북특별자치도","52790","고창군","52790340","공음면",49.9648171664745
"52","전북특별자치도","52790","고창군","52790350","상하면",33.5966754055474
"52","전북특별자치도","52790","고창군","52790360","해리면",39.7785724178017
"29","광주광역시","29155","남구","29155510","양림동",0.625062980745185
"52","전북특별자치도","52790","고창군","52790430","부안면",55.770457442758
"52","전북특별자치도","52800","부안군","52800250","부안읍",24.7209149076171
"52","전북특별자치도","52800","부안군","52800310","주산면",24.6506445165205
"52","전북특별자치도","52800","부안군","52800320","동진면",39.2259647759819
"52","전북특별자치도","52800","부안군","52800330","행안면",20.0747683080487
"52","전북특별자치도","52800","부안군","52800340","계화면",82.2399266620909
"52","전북특별자치도","52800","부안군","52800350","보안면",41.3764728137463
"52","전북특별자치도","52800","부안군","52800360","변산면",88.1730978648371
"52","전북특별자치도","52800","부안군","52800370","진서면",39.376140712199
"29","광주광역시","29155","남구","29155520","방림1동",0.348294866445466
"29","광주광역시","29155","남구","29155530","방림2동",0.756564696508613
"29","광주광역시","29155","남구","29155545","사직동",0.601908655956657
"46","전라남도","46130","여수시","46130780","쌍봉동",7.20692032773884
"46","전라남도","46130","여수시","46130790","시전동",6.66567138581563
"29","광주광역시","29155","남구","29155605","월산동",0.845275892754418
"46","전라남도","46130","여수시","46130810","주삼동",11.3934906245449
"46","전라남도","46130","여수시","46130820","삼일동",72.9219037186066
"46","전라남도","46130","여수시","46130830","묘도동",11.7450955636134
"46","전라남도","46150","순천시","46150250","승주읍",92.7213176615187
"46","전라남도","46150","순천시","46150350","주암면",94.1743970456889
"46","전라남도","46150","순천시","46150360","송광면",110.866345849771
"46","전라남도","46150","순천시","46150370","외서면",35.2904959544243
"46","전라남도","46150","순천시","46150380","낙안면",62.9371291366425
"46","전라남도","46150","순천시","46150390","별량면",69.3702632990584
"46","전라남도","46150","순천시","46150400","상사면",59.9307862243801
"46","전라남도","46150","순천시","46150310","해룡면",50.4238230263261
"29","광주광역시","29155","남구","29155630","월산4동",0.646696442351073
"29","광주광역시","29155","남구","29155640","월산5동",0.431369017134245
"46","전라남도","46230","광양시","46230530","중마동",10.3154813862135
"46","전라남도","46230","광양시","46230540","광영동",3.28835748759643
"46","전라남도","46230","광양시","46230570","태인동",6.22813931223709
"46","전라남도","46230","광양시","46230550","금호동",25.7473748420512
"46","전라남도","46710","담양군","46710250","담양읍",29.9120643112055
"46","전라남도","46710","담양군","46710310","봉산면",19.4174033454231
"46","전라남도","46710","담양군","46710320","고서면",26.5179824981315
"46","전라남도","46710","담양군","46710340","창평면",33.6675096420754
"46","전라남도","46710","담양군","46710350","대덕면",53.256454869623
"46","전라남도","46710","담양군","46710360","무정면",38.949978505513
"46","전라남도","46710","담양군","46710370","금성면",36.8064765209735
"46","전라남도","46710","담양군","46710380","용면",62.5583800350054
"46","전라남도","46710","담양군","46710390","월산면",49.3823707774166
"46","전라남도","46710","담양군","46710400","수북면",28.9727632625451
"46","전라남도","46710","담양군","46710410","대전면",30.35368409288
"46","전라남도","46710","담양군","46710335","가사문학면",43.3822468270449
"46","전라남도","46720","곡성군","46720250","곡성읍",52.386202328768
"46","전라남도","46720","곡성군","46720310","오곡면",62.9845740783556
"46","전라남도","46720","곡성군","46720320","삼기면",38.3140552995378
"46","전라남도","46720","곡성군","46720330","석곡면",53.0927141483277
"46","전라남도","46720","곡성군","46720340","목사동면",46.6771648145889
"46","전라남도","46720","곡성군","46720350","죽곡면",103.708800122268
"46","전라남도","46720","곡성군","46720360","고달면",42.0449627810727
"46","전라남도","46720","곡성군","46720370","옥과면",29.9450161796612
"46","전라남도","46720","곡성군","46720380","입면",34.1452663163079
"46","전라남도","46720","곡성군","46720390","겸면",38.3479294496928
"46","전라남도","46720","곡성군","46720400","오산면",46.2505412333983
"46","전라남도","46730","구례군","46730250","구례읍",45.6897941729877
"46","전라남도","46730","구례군","46730310","문척면",34.2816732062163
"46","전라남도","46730","구례군","46730320","간전면",73.4776796826866
"46","전라남도","46730","구례군","46730330","토지면",96.2753437830236
"46","전라남도","46730","구례군","46730340","마산면",32.2778980524497
"46","전라남도","46730","구례군","46730350","광의면",33.6140660965394
"29","광주광역시","29155","남구","29155670","백운1동",0.45333360812257
"46","전라남도","46770","고흥군","46770360","봉래면",29.1256342052821
"46","전라남도","46770","고흥군","46770450","동일면",21.7144064851852
"46","전라남도","46770","고흥군","46770370","점암면",69.3439701570177
"46","전라남도","46770","고흥군","46770440","영남면",44.4422339728879
"46","전라남도","46770","고흥군","46770380","과역면",42.8177706775904
"46","전라남도","46770","고흥군","46770390","남양면",39.6872159667813
"46","전라남도","46770","고흥군","46770400","동강면",41.457366311941
"46","전라남도","46770","고흥군","46770410","대서면",34.655384006994
"46","전라남도","46770","고흥군","46770420","두원면",63.9391722004213
"46","전라남도","46780","보성군","46780250","보성읍",48.9017353088924
"46","전라남도","46780","보성군","46780253","벌교읍",103.14828808391
"46","전라남도","46780","보성군","46780310","노동면",46.9664040197678
"46","전라남도","46780","보성군","46780320","미력면",30.6961281953167
"46","전라남도","46780","보성군","46780330","겸백면",47.5526881188835
"46","전라남도","46780","보성군","46780340","율어면",48.8858444964816
"29","광주광역시","29155","남구","29155680","백운2동",0.468964126573526
"29","광주광역시","29155","남구","29155690","주월1동",1.5668874790956
"46","전라남도","46780","보성군","46780390","회천면",53.8677885136811
"46","전라남도","46780","보성군","46780400","웅치면",40.1563500681443
"46","전라남도","46790","화순군","46790250","화순읍",69.7424162111706
"46","전라남도","46790","화순군","46790310","한천면",65.3659744357848
"46","전라남도","46790","화순군","46790320","춘양면",50.0398886594662
"46","전라남도","46790","화순군","46790330","청풍면",50.3096235140343
"46","전라남도","46790","화순군","46790340","이양면",92.0351429130477
"46","전라남도","46790","화순군","46790350","능주면",15.925710432057
"46","전라남도","46790","화순군","46790360","도곡면",38.375302934921
"46","전라남도","46790","화순군","46790370","도암면",50.9366631989236
"46","전라남도","46790","화순군","46790380","이서면",53.0610346398047
"46","전라남도","46790","화순군","46790400","동복면",63.1826677599117
"46","전라남도","46790","화순군","46790420","동면",67.0890570811571
"46","전라남도","46790","화순군","46790395","백아면",84.8362963129062
"46","전라남도","46790","화순군","46790415","사평면",86.650009613479
"46","전라남도","46800","장흥군","46800250","장흥읍",55.8171875269554
"46","전라남도","46800","장흥군","46800253","관산읍",76.0126480234122
"46","전라남도","46800","장흥군","46800256","대덕읍",58.1225427473303
"46","전라남도","46800","장흥군","46800310","용산면",72.3058521556168
"46","전라남도","46800","장흥군","46800320","안양면",51.2156944514849
"46","전라남도","46800","장흥군","46800330","장동면",44.6299592094878
"29","광주광역시","29170","북구","29170615","동림동",3.2654020392267
"46","전라남도","46800","장흥군","46800340","장평면",77.4388582299353
"29","광주광역시","29155","남구","29155700","주월2동",0.81164019539481
"29","광주광역시","29155","남구","29155720","송암동",5.84793424219658
"46","전라남도","46810","강진군","46810330","대구면",33.8141772560965
"46","전라남도","46810","강진군","46810400","마량면",20.2182256386959
"46","전라남도","46810","강진군","46810340","도암면",69.2364655578245
"46","전라남도","46810","강진군","46810350","신전면",40.5607497065522
"46","전라남도","46810","강진군","46810360","성전면",64.2790471097114
"46","전라남도","46810","강진군","46810370","작천면",43.8667967474178
"46","전라남도","46810","강진군","46810380","병영면",26.8719599576554
"46","전라남도","46810","강진군","46810390","옴천면",29.5038869201691
"46","전라남도","46820","해남군","46820250","해남읍",65.0199290039474
"46","전라남도","46820","해남군","46820310","삼산면",50.6571137630694
"46","전라남도","46820","해남군","46820320","화산면",57.535783407841
"46","전라남도","46820","해남군","46820330","현산면",90.0188230934094
"46","전라남도","46820","해남군","46820340","송지면",81.8221522204367
"46","전라남도","46820","해남군","46820350","북평면",48.3504007324325
"46","전라남도","46820","해남군","46820360","북일면",41.5120852992383
"46","전라남도","46820","해남군","46820370","옥천면",60.9027464907502
"46","전라남도","46820","해남군","46820380","계곡면",77.739258796342
"46","전라남도","46820","해남군","46820390","마산면",80.9825259064441
"46","전라남도","46820","해남군","46820400","황산면",106.153580130106
"46","전라남도","46820","해남군","46820410","산이면",139.462262562965
"46","전라남도","46820","해남군","46820420","문내면",56.6828317914576
"29","광주광역시","29155","남구","29155537","봉선1동",0.769131159542459
"46","전라남도","46830","영암군","46830340","시종면",62.5249623636639
"46","전라남도","46830","영암군","46830350","도포면",34.8668077734451
"46","전라남도","46830","영암군","46830360","군서면",57.0442956741962
"46","전라남도","46830","영암군","46830370","서호면",43.7382326271599
"46","전라남도","46830","영암군","46830380","학산면",61.6538821334306
"46","전라남도","46830","영암군","46830390","미암면",46.4032530323903
"46","전라남도","46840","무안군","46840250","무안읍",35.5548886647792
"46","전라남도","46840","무안군","46840253","일로읍",68.7581105002639
"46","전라남도","46840","무안군","46840256","삼향읍",45.3599994868988
"46","전라남도","46840","무안군","46840320","몽탄면",64.216966680901
"46","전라남도","46840","무안군","46840330","청계면",65.744171217047
"46","전라남도","46840","무안군","46840340","현경면",56.2650622553075
"46","전라남도","46840","무안군","46840350","망운면",19.4264290469795
"46","전라남도","46840","무안군","46840360","해제면",65.4374662209903
"41","경기도","41463","용인시 기흥구","41463572","동백1동",4.01153715975511
"47","경상북도","47280","문경시","47280330","호계면",53.6330488544295
"47","경상북도","47280","문경시","47280360","마성면",75.1257307685803
"29","광주광역시","29155","남구","29155538","봉선2동",1.84989728468786
"29","광주광역시","29155","남구","29155730","대촌동",35.1552895389944
"29","광주광역시","29155","남구","29155705","진월동",2.68325427264922
"29","광주광역시","29170","북구","29170535","중흥동",0.882865849621869
"46","전라남도","46860","함평군","46860330","학교면",46.3543042986417
"46","전라남도","46860","함평군","46860340","엄다면",23.1306715092423
"46","전라남도","46860","함평군","46860350","대동면",56.0716144870585
"46","전라남도","46860","함평군","46860360","나산면",55.2718106876446
"46","전라남도","46860","함평군","46860370","해보면",39.3352210969037
"46","전라남도","46860","함평군","46860380","월야면",34.1207495352925
"46","전라남도","46870","영광군","46870250","영광읍",46.4234553507255
"29","광주광역시","29170","북구","29170555","중앙동",0.638724989099243
"29","광주광역시","29170","북구","29170570","임동",1.30205508627011
"29","광주광역시","29170","북구","29170580","신안동",1.23349878726531
"29","광주광역시","29170","북구","29170590","용봉동",3.11678343479566
"46","전라남도","46870","영광군","46870320","묘량면",44.7234291441493
"46","전라남도","46870","영광군","46870330","불갑면",36.9341891115146
"46","전라남도","46870","영광군","46870340","군서면",25.7595253253222
"46","전라남도","46870","영광군","46870350","군남면",48.6463581915046
"46","전라남도","46870","영광군","46870360","염산면",65.4611708799873
"46","전라남도","46870","영광군","46870370","법성면",35.1733265092173
"46","전라남도","46870","영광군","46870380","낙월면",14.126252090427
"46","전라남도","46880","장성군","46880250","장성읍",69.1611049615062
"46","전라남도","46880","장성군","46880310","진원면",28.4170962126823
"46","전라남도","46880","장성군","46880320","남면",28.1981077478418
"46","전라남도","46880","장성군","46880330","동화면",29.0184270307052
"46","전라남도","46880","장성군","46880340","삼서면",47.2995383003188
"46","전라남도","46880","장성군","46880350","삼계면",65.852789023556
"46","전라남도","46880","장성군","46880360","황룡면",44.7789700213468
"46","전라남도","46880","장성군","46880370","서삼면",34.0619527319481
"46","전라남도","46880","장성군","46880380","북일면",30.4725801794052
"46","전라남도","46880","장성군","46880390","북이면",56.2748396823599
"46","전라남도","46880","장성군","46880400","북하면",84.1480386597333
"46","전라남도","46890","완도군","46890250","완도읍",54.5318390060533
"46","전라남도","46890","완도군","46890253","금일읍",29.7663510219762
"46","전라남도","46890","완도군","46890256","노화읍",33.1591995962618
"46","전라남도","46890","완도군","46890310","군외면",43.6313378514493
"46","전라남도","46890","완도군","46890320","신지면",32.2660177391529
"46","전라남도","46890","완도군","46890330","고금면",46.8999804194052
"46","전라남도","46890","완도군","46890340","약산면",29.0992633430469
"46","전라남도","46890","완도군","46890350","청산면",43.4643527588187
"29","광주광역시","29170","북구","29170685","석곡동",47.9588805949541
"50","제주특별자치도","50110","제주시","50110320","추자면",8.50291831337784
"50","제주특별자치도","50110","제주시","50110330","우도면",6.90844647781574
"50","제주특별자치도","50110","제주시","50110510","일도1동",0.293879893352735
"50","제주특별자치도","50110","제주시","50110520","일도2동",2.19392881210516
"50","제주특별자치도","50110","제주시","50110530","이도1동",0.667728248136051
"50","제주특별자치도","50110","제주시","50110540","이도2동",5.58167165812804
"46","전라남도","46150","순천시","46150590","남제동",2.53227908558139
"46","전라남도","46890","완도군","46890360","소안면",29.8188586693386
"47","경상북도","47280","문경시","47280370","농암면",103.305964373218
"47","경상북도","47280","문경시","47280570","점촌1동",0.919411903277718
"47","경상북도","47280","문경시","47280580","점촌2동",4.55471536639699
"29","광주광역시","29170","북구","29170601","운암1동",0.877831531570176
"29","광주광역시","29170","북구","29170602","운암2동",1.28738243665656
"46","전라남도","46900","진도군","46900350","지산면",90.8154132397922
"46","전라남도","46900","진도군","46900360","조도면",65.5154213920327
"46","전라남도","46910","신안군","46910250","지도읍",81.0019736900913
"46","전라남도","46910","신안군","46910253","압해읍",69.7457709524341
"46","전라남도","46910","신안군","46910310","증도면",35.3108333275305
"46","전라남도","46910","신안군","46910320","임자면",49.3302536948024
"46","전라남도","46910","신안군","46910330","자은면",53.9910860645323
"46","전라남도","46910","신안군","46910340","비금면",54.1586708251046
"46","전라남도","46910","신안군","46910350","도초면",56.943726434989
"46","전라남도","46910","신안군","46910360","흑산면",55.3729187028715
"46","전라남도","46910","신안군","46910370","하의면",36.0444709115
"46","전라남도","46910","신안군","46910380","신의면",34.2560144784809
"46","전라남도","46910","신안군","46910390","장산면",29.6354779196632
"29","광주광역시","29200","광산구","29200610","월곡2동",1.22975243362155
"29","광주광역시","29200","광산구","29200640","하남동",15.9066507747177
"29","광주광역시","29200","광산구","29200660","동곡동",16.1970862355793
"29","광주광역시","29200","광산구","29200670","평동",29.0158117834937
"29","광주광역시","29200","광산구","29200680","삼도동",38.7583048058709
"29","광주광역시","29200","광산구","29200624","첨단1동",2.28976603455971
"50","제주특별자치도","50110","제주시","50110650","연동",12.1409807468878
